candidate_name,normalized_name,status,score,label,risk_category,book_class,confidence,topic,audience,problem,domain,template
Kochen Backen Planer Planer für Erwachsene,kochen backen planer planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Planer für {audience}
Kochen Backen Planer Checkliste für Erwachsene,kochen backen planer checkliste fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Checkliste für {audience}
Kochen Backen Planer Arbeitsbuch für Erwachsene,kochen backen planer arbeitsbuch fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Arbeitsbuch für {audience}
Kochen Backen Planer Praxisratgeber für Erwachsene,kochen backen planer praxisratgeber fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Praxisratgeber für {audience}
Kochen Backen Planer Planer für Einsteiger,kochen backen planer planer fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Planer für {audience}
Kochen Backen Planer Checkliste für Einsteiger,kochen backen planer checkliste fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Checkliste für {audience}
Handwerk Bau Tagebuch Planer für Erwachsene,handwerk bau tagebuch planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Planer für {audience}
Kochen Backen Planer Arbeitsbuch für Einsteiger,kochen backen planer arbeitsbuch fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Arbeitsbuch für {audience}
Kochen Backen Planer Praxisratgeber für Einsteiger,kochen backen planer praxisratgeber fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Praxisratgeber für {audience}
Ecommerce Shop Arbeitsbuch Arbeitsbuch für Anfänger,ecommerce shop arbeitsbuch arbeitsbuch fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Ecommerce Shop Arbeitsbuch,,,ecommerce_shop,domain_aware:{topic} Arbeitsbuch für {audience}
Ecommerce Shop Arbeitsbuch Praxisratgeber für Anfänger,ecommerce shop arbeitsbuch praxisratgeber fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Ecommerce Shop Arbeitsbuch,,,ecommerce_shop,domain_aware:{topic} Praxisratgeber für {audience}
Canva für Selbstständige Planer für Anfänger,canva fuer selbststaendige planer fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Canva für Selbstständige,,,software_tools,domain_aware:{topic} Planer für {audience}
Kochen Backen Planer Planer für Anfänger,kochen backen planer planer fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Planer für {audience}
Kochen Backen Planer Checkliste für Anfänger,kochen backen planer checkliste fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Checkliste für {audience}
Kochen Backen Planer Arbeitsbuch für Anfänger,kochen backen planer arbeitsbuch fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Arbeitsbuch für {audience}
Kochen Backen Planer Praxisratgeber für Anfänger,kochen backen planer praxisratgeber fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kochen Backen Planer,,,kochen_backen,domain_aware:{topic} Praxisratgeber für {audience}
Content Creator Checkliste Planer für Erwachsene,content creator checkliste planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Planer für {audience}
Content Creator Checkliste Checkliste für Erwachsene,content creator checkliste checkliste fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Checkliste für {audience}
Content Creator Checkliste Arbeitsbuch für Erwachsene,content creator checkliste arbeitsbuch fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Arbeitsbuch für {audience}
Content Creator Checkliste Praxisratgeber für Erwachsene,content creator checkliste praxisratgeber fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Praxisratgeber für {audience}
Content Creator Checkliste Planer für Einsteiger,content creator checkliste planer fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Planer für {audience}
Content Creator Checkliste Checkliste für Einsteiger,content creator checkliste checkliste fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Checkliste für {audience}
Content Creator Checkliste Arbeitsbuch für Einsteiger,content creator checkliste arbeitsbuch fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Arbeitsbuch für {audience}
Content Creator Checkliste Praxisratgeber für Einsteiger,content creator checkliste praxisratgeber fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Praxisratgeber für {audience}
Content Creator Checkliste Planer für Anfänger,content creator checkliste planer fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Planer für {audience}
Content Creator Checkliste Checkliste für Anfänger,content creator checkliste checkliste fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Checkliste für {audience}
Content Creator Checkliste Arbeitsbuch für Anfänger,content creator checkliste arbeitsbuch fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Arbeitsbuch für {audience}
Canva für Selbstständige Checkliste für Anfänger,canva fuer selbststaendige checkliste fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Canva für Selbstständige,,,software_tools,domain_aware:{topic} Checkliste für {audience}
Content Creator Checkliste Praxisratgeber für Anfänger,content creator checkliste praxisratgeber fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Checkliste,,,content_creator,domain_aware:{topic} Praxisratgeber für {audience}
Content Creator Arbeitsbuch Planer für Erwachsene,content creator arbeitsbuch planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Planer für {audience}
Content Creator Arbeitsbuch Checkliste für Erwachsene,content creator arbeitsbuch checkliste fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Checkliste für {audience}
Kleintiere Planer strukturierter Leitfaden für Erwachsene,kleintiere planer strukturierter leitfaden fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kleintiere Planer strukturierter Leitfaden,,,kleintiere,domain_aware:{topic} für {audience}
Content Creator Arbeitsbuch Arbeitsbuch für Erwachsene,content creator arbeitsbuch arbeitsbuch fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Arbeitsbuch für {audience}
Content Creator Arbeitsbuch Praxisratgeber für Erwachsene,content creator arbeitsbuch praxisratgeber fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Praxisratgeber für {audience}
Content Creator Arbeitsbuch Planer für Einsteiger,content creator arbeitsbuch planer fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Planer für {audience}
Kleintiere Planer strukturierter Leitfaden für Einsteiger,kleintiere planer strukturierter leitfaden fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kleintiere Planer strukturierter Leitfaden,,,kleintiere,domain_aware:{topic} für {audience}
Content Creator Arbeitsbuch Checkliste für Einsteiger,content creator arbeitsbuch checkliste fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Checkliste für {audience}
Content Creator Arbeitsbuch Arbeitsbuch für Einsteiger,content creator arbeitsbuch arbeitsbuch fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Arbeitsbuch für {audience}
Content Creator Arbeitsbuch Praxisratgeber für Einsteiger,content creator arbeitsbuch praxisratgeber fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Praxisratgeber für {audience}
Baby Kleinkind Tagebuch Praxisratgeber für Anfänger,baby kleinkind tagebuch praxisratgeber fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Praxisratgeber für {audience}
Baby Kleinkind Tagebuch Arbeitsbuch für Anfänger,baby kleinkind tagebuch arbeitsbuch fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Arbeitsbuch für {audience}
Baby Kleinkind Tagebuch Checkliste für Anfänger,baby kleinkind tagebuch checkliste fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Checkliste für {audience}
Baby Kleinkind Tagebuch Planer für Anfänger,baby kleinkind tagebuch planer fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Planer für {audience}
Canva für Selbstständige Arbeitsbuch für Anfänger,canva fuer selbststaendige arbeitsbuch fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Canva für Selbstständige,,,software_tools,domain_aware:{topic} Arbeitsbuch für {audience}
Kleintiere Planer strukturierter Leitfaden für Anfänger,kleintiere planer strukturierter leitfaden fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kleintiere Planer strukturierter Leitfaden,,,kleintiere,domain_aware:{topic} für {audience}
Baby Kleinkind Tagebuch Praxisratgeber für Einsteiger,baby kleinkind tagebuch praxisratgeber fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Praxisratgeber für {audience}
Baby Kleinkind Tagebuch Arbeitsbuch für Einsteiger,baby kleinkind tagebuch arbeitsbuch fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Arbeitsbuch für {audience}
Baby Kleinkind Tagebuch Checkliste für Einsteiger,baby kleinkind tagebuch checkliste fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Checkliste für {audience}
Baby Kleinkind Tagebuch Planer für Einsteiger,baby kleinkind tagebuch planer fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Planer für {audience}
Content Creator Arbeitsbuch Planer für Anfänger,content creator arbeitsbuch planer fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Planer für {audience}
Baby Kleinkind Tagebuch Praxisratgeber für Erwachsene,baby kleinkind tagebuch praxisratgeber fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Praxisratgeber für {audience}
Baby Kleinkind Tagebuch Arbeitsbuch für Erwachsene,baby kleinkind tagebuch arbeitsbuch fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Arbeitsbuch für {audience}
Baby Kleinkind Tagebuch Checkliste für Erwachsene,baby kleinkind tagebuch checkliste fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Checkliste für {audience}
Baby Kleinkind Tagebuch Planer für Erwachsene,baby kleinkind tagebuch planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Tagebuch,,,baby_kleinkind,domain_aware:{topic} Planer für {audience}
Content Creator Arbeitsbuch Checkliste für Anfänger,content creator arbeitsbuch checkliste fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Checkliste für {audience}
Baby Kleinkind Checkliste Praxisratgeber für Anfänger,baby kleinkind checkliste praxisratgeber fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Praxisratgeber für {audience}
Baby Kleinkind Checkliste Arbeitsbuch für Anfänger,baby kleinkind checkliste arbeitsbuch fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Arbeitsbuch für {audience}
Baby Kleinkind Checkliste Checkliste für Anfänger,baby kleinkind checkliste checkliste fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Checkliste für {audience}
Baby Kleinkind Checkliste Planer für Anfänger,baby kleinkind checkliste planer fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Planer für {audience}
Canva für Selbstständige Praxisratgeber für Anfänger,canva fuer selbststaendige praxisratgeber fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Canva für Selbstständige,,,software_tools,domain_aware:{topic} Praxisratgeber für {audience}
Content Creator Arbeitsbuch Arbeitsbuch für Anfänger,content creator arbeitsbuch arbeitsbuch fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Arbeitsbuch für {audience}
Baby Kleinkind Checkliste Praxisratgeber für Einsteiger,baby kleinkind checkliste praxisratgeber fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Praxisratgeber für {audience}
Baby Kleinkind Checkliste Arbeitsbuch für Einsteiger,baby kleinkind checkliste arbeitsbuch fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Arbeitsbuch für {audience}
Baby Kleinkind Checkliste Checkliste für Einsteiger,baby kleinkind checkliste checkliste fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Checkliste für {audience}
Baby Kleinkind Checkliste Planer für Einsteiger,baby kleinkind checkliste planer fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Planer für {audience}
Kleintiere Planer Wochenplan Workbook für Erwachsene,kleintiere planer wochenplan workbook fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kleintiere Planer Wochenplan Workbook,,,kleintiere,domain_aware:{topic} für {audience}
Baby Kleinkind Checkliste Praxisratgeber für Erwachsene,baby kleinkind checkliste praxisratgeber fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Praxisratgeber für {audience}
Baby Kleinkind Checkliste Arbeitsbuch für Erwachsene,baby kleinkind checkliste arbeitsbuch fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Arbeitsbuch für {audience}
Baby Kleinkind Checkliste Checkliste für Erwachsene,baby kleinkind checkliste checkliste fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Checkliste für {audience}
Baby Kleinkind Checkliste Planer für Erwachsene,baby kleinkind checkliste planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Baby Kleinkind Checkliste,,,baby_kleinkind,domain_aware:{topic} Planer für {audience}
Content Creator Arbeitsbuch Praxisratgeber für Anfänger,content creator arbeitsbuch praxisratgeber fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Content Creator Arbeitsbuch,,,content_creator,domain_aware:{topic} Praxisratgeber für {audience}
Kleintiere Planer Wochenplan Workbook für Einsteiger,kleintiere planer wochenplan workbook fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kleintiere Planer Wochenplan Workbook,,,kleintiere,domain_aware:{topic} für {audience}
Kleintiere Planer Wochenplan Workbook für Anfänger,kleintiere planer wochenplan workbook fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kleintiere Planer Wochenplan Workbook,,,kleintiere,domain_aware:{topic} für {audience}
Smart Home Leitfaden Planer für Anfänger,smart home leitfaden planer fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Smart Home Leitfaden,,,smart_home,domain_aware:{topic} Planer für {audience}
Seo Content Leitfaden Planer für Erwachsene,seo content leitfaden planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Seo Content Leitfaden,,,seo_content,domain_aware:{topic} Planer für {audience}
Excel für Anfänger Planer für Erwachsene,excel fuer anfaenger planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Excel für Anfänger,,,software_tools,domain_aware:{topic} Planer für {audience}
Handwerk Bau Checkliste Praxisratgeber für Anfänger,handwerk bau checkliste praxisratgeber fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Praxisratgeber für {audience}
Kfz Mobilitaet Checkliste Planer für Erwachsene,kfz mobilitaet checkliste planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kfz Mobilitaet Checkliste,,,kfz_mobilitaet,domain_aware:{topic} Planer für {audience}
Kfz Mobilitaet Checkliste Checkliste für Erwachsene,kfz mobilitaet checkliste checkliste fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kfz Mobilitaet Checkliste,,,kfz_mobilitaet,domain_aware:{topic} Checkliste für {audience}
Handwerk Bau Tagebuch Praxisratgeber für Anfänger,handwerk bau tagebuch praxisratgeber fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Praxisratgeber für {audience}
Handwerk Bau Tagebuch Arbeitsbuch für Anfänger,handwerk bau tagebuch arbeitsbuch fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Arbeitsbuch für {audience}
Handwerk Bau Tagebuch Checkliste für Anfänger,handwerk bau tagebuch checkliste fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Checkliste für {audience}
Handwerk Bau Tagebuch Planer für Anfänger,handwerk bau tagebuch planer fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Planer für {audience}
Excel für Anfänger Checkliste für Erwachsene,excel fuer anfaenger checkliste fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Excel für Anfänger,,,software_tools,domain_aware:{topic} Checkliste für {audience}
Excel für Anfänger Arbeitsbuch für Erwachsene,excel fuer anfaenger arbeitsbuch fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Excel für Anfänger,,,software_tools,domain_aware:{topic} Arbeitsbuch für {audience}
Kfz Mobilitaet Checkliste Arbeitsbuch für Erwachsene,kfz mobilitaet checkliste arbeitsbuch fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kfz Mobilitaet Checkliste,,,kfz_mobilitaet,domain_aware:{topic} Arbeitsbuch für {audience}
Handwerk Bau Tagebuch Praxisratgeber für Einsteiger,handwerk bau tagebuch praxisratgeber fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Praxisratgeber für {audience}
Handwerk Bau Tagebuch Arbeitsbuch für Einsteiger,handwerk bau tagebuch arbeitsbuch fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Arbeitsbuch für {audience}
Handwerk Bau Tagebuch Checkliste für Einsteiger,handwerk bau tagebuch checkliste fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Checkliste für {audience}
Handwerk Bau Tagebuch Planer für Einsteiger,handwerk bau tagebuch planer fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Planer für {audience}
Kfz Mobilitaet Checkliste Praxisratgeber für Erwachsene,kfz mobilitaet checkliste praxisratgeber fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kfz Mobilitaet Checkliste,,,kfz_mobilitaet,domain_aware:{topic} Praxisratgeber für {audience}
Handwerk Bau Tagebuch Praxisratgeber für Erwachsene,handwerk bau tagebuch praxisratgeber fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Praxisratgeber für {audience}
Handwerk Bau Tagebuch Arbeitsbuch für Erwachsene,handwerk bau tagebuch arbeitsbuch fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Tagebuch,,,handwerk_bau,domain_aware:{topic} Arbeitsbuch für {audience}
Handwerk Bau Checkliste Arbeitsbuch für Anfänger,handwerk bau checkliste arbeitsbuch fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Arbeitsbuch für {audience}
Handwerk Bau Checkliste Checkliste für Anfänger,handwerk bau checkliste checkliste fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Checkliste für {audience}
Handwerk Bau Checkliste Planer für Anfänger,handwerk bau checkliste planer fuer anfaenger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Planer für {audience}
Excel für Anfänger Praxisratgeber für Erwachsene,excel fuer anfaenger praxisratgeber fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Excel für Anfänger,,,software_tools,domain_aware:{topic} Praxisratgeber für {audience}
Kfz Mobilitaet Checkliste Planer für Einsteiger,kfz mobilitaet checkliste planer fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kfz Mobilitaet Checkliste,,,kfz_mobilitaet,domain_aware:{topic} Planer für {audience}
Handwerk Bau Checkliste Praxisratgeber für Einsteiger,handwerk bau checkliste praxisratgeber fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Praxisratgeber für {audience}
Excel für Anfänger Planer für Einsteiger,excel fuer anfaenger planer fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Excel für Anfänger,,,software_tools,domain_aware:{topic} Planer für {audience}
Handwerk Bau Checkliste Arbeitsbuch für Einsteiger,handwerk bau checkliste arbeitsbuch fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Arbeitsbuch für {audience}
Handwerk Bau Checkliste Checkliste für Einsteiger,handwerk bau checkliste checkliste fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Checkliste für {audience}
Handwerk Bau Checkliste Planer für Einsteiger,handwerk bau checkliste planer fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Planer für {audience}
Kfz Mobilitaet Checkliste Checkliste für Einsteiger,kfz mobilitaet checkliste checkliste fuer einsteiger,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Kfz Mobilitaet Checkliste,,,kfz_mobilitaet,domain_aware:{topic} Checkliste für {audience}
Handwerk Bau Checkliste Praxisratgeber für Erwachsene,handwerk bau checkliste praxisratgeber fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Praxisratgeber für {audience}
Handwerk Bau Checkliste Arbeitsbuch für Erwachsene,handwerk bau checkliste arbeitsbuch fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Arbeitsbuch für {audience}
Handwerk Bau Checkliste Checkliste für Erwachsene,handwerk bau checkliste checkliste fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Checkliste für {audience}
Handwerk Bau Checkliste Planer für Erwachsene,handwerk bau checkliste planer fuer erwachsene,needs_manual_review,34,REVIEW_REQUIRED,low,sachbuch,55,Handwerk Bau Checkliste,,,handwerk_bau,domain_aware:{topic} Planer für {audience}
