macro_domain,subdomain,micro_domain,audience_hint,problem_hint,format_hint,risk_level,priority,language,country,notes
programmieren_lernen,programmieren_lernen_v2_sub_1,Programmieren Lernen leitfaden für Anfaenger,anfaenger,einfach und verständlich,leitfaden,low,65,de,DE,auto v2 #1032
programmieren_lernen,programmieren_lernen_v2_sub_1,Programmieren Lernen vorlagenbuch für Einsteiger,einsteiger,mit übungen und checklisten,vorlagenbuch,low,66,de,DE,auto v2 #1033
programmieren_lernen,programmieren_lernen_v2_sub_1,Programmieren Lernen praxisbuch für Erwachsene,erwachsene,für den alltag optimiert,praxisbuch,low,67,de,DE,auto v2 #1034
programmieren_lernen,programmieren_lernen_v2_sub_1,Programmieren Lernen arbeitsbuch für Familien,familien,schnell und effektiv umsetzen,arbeitsbuch,low,68,de,DE,auto v2 #1035
programmieren_lernen,programmieren_lernen_v2_sub_2,Programmieren Lernen ratgeber für Berufstaetige,berufstaetige,schnell und effektiv umsetzen,ratgeber,low,69,de,DE,auto v2 #1036
programmieren_lernen,programmieren_lernen_v2_sub_3,Programmieren Lernen checkliste für Studenten,studenten,schnell und effektiv umsetzen,checkliste,low,70,de,DE,auto v2 #1037
programmieren_lernen,programmieren_lernen_v2_sub_4,Programmieren Lernen planer für Senioren,senioren,schnell und effektiv umsetzen,planer,low,71,de,DE,auto v2 #1038
programmieren_lernen,programmieren_lernen_v2_sub_5,Programmieren Lernen tagebuch für Eltern,eltern,schnell und effektiv umsetzen,tagebuch,low,72,de,DE,auto v2 #1039
programmieren_lernen,programmieren_lernen_v2_sub_6,Programmieren Lernen workbook für Kleinunternehmer,kleinunternehmer,schnell und effektiv umsetzen,workbook,low,68,de,DE,auto v2 #1040
programmieren_lernen,programmieren_lernen_v2_sub_7,Programmieren Lernen leitfaden für Jugendliche,jugendliche,schnell und effektiv umsetzen,leitfaden,low,69,de,DE,auto v2 #1041
programmieren_lernen,programmieren_lernen_v2_sub_8,Programmieren Lernen vorlagenbuch für Anfaenger,anfaenger,schnell und effektiv umsetzen,vorlagenbuch,low,70,de,DE,auto v2 #1042
programmieren_lernen,programmieren_lernen_v2_sub_9,Programmieren Lernen praxisbuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,praxisbuch,low,71,de,DE,auto v2 #1043
programmieren_lernen,programmieren_lernen_v2_sub_10,Programmieren Lernen arbeitsbuch für Erwachsene,erwachsene,schnell und effektiv umsetzen,arbeitsbuch,low,72,de,DE,auto v2 #1044
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement arbeitsbuch für Studenten,studenten,schnell und effektiv umsetzen,arbeitsbuch,low,50,de,DE,auto v2 #1045
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement ratgeber für Senioren,senioren,keine vorkenntnisse nötig,ratgeber,low,51,de,DE,auto v2 #1046
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement checkliste für Eltern,eltern,mit vielen beispielen,checkliste,low,52,de,DE,auto v2 #1047
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement planer für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,planer,low,53,de,DE,auto v2 #1048
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement tagebuch für Jugendliche,jugendliche,praktisch umsetzen,tagebuch,low,54,de,DE,auto v2 #1049
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement workbook für Anfaenger,anfaenger,einfach und verständlich,workbook,low,50,de,DE,auto v2 #1050
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement leitfaden für Einsteiger,einsteiger,mit übungen und checklisten,leitfaden,low,51,de,DE,auto v2 #1051
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement vorlagenbuch für Erwachsene,erwachsene,für den alltag optimiert,vorlagenbuch,low,52,de,DE,auto v2 #1052
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement praxisbuch für Familien,familien,schnell und effektiv umsetzen,praxisbuch,low,53,de,DE,auto v2 #1053
projektmanagement,projektmanagement_v2_sub_1,Projektmanagement arbeitsbuch für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,arbeitsbuch,low,54,de,DE,auto v2 #1054
projektmanagement,projektmanagement_v2_sub_2,Projektmanagement ratgeber für Studenten,studenten,keine vorkenntnisse nötig,ratgeber,low,55,de,DE,auto v2 #1055
projektmanagement,projektmanagement_v2_sub_3,Projektmanagement checkliste für Senioren,senioren,keine vorkenntnisse nötig,checkliste,low,56,de,DE,auto v2 #1056
projektmanagement,projektmanagement_v2_sub_4,Projektmanagement planer für Eltern,eltern,keine vorkenntnisse nötig,planer,low,57,de,DE,auto v2 #1057
projektmanagement,projektmanagement_v2_sub_5,Projektmanagement tagebuch für Kleinunternehmer,kleinunternehmer,keine vorkenntnisse nötig,tagebuch,low,58,de,DE,auto v2 #1058
projektmanagement,projektmanagement_v2_sub_6,Projektmanagement workbook für Jugendliche,jugendliche,keine vorkenntnisse nötig,workbook,low,54,de,DE,auto v2 #1059
projektmanagement,projektmanagement_v2_sub_7,Projektmanagement leitfaden für Anfaenger,anfaenger,keine vorkenntnisse nötig,leitfaden,low,55,de,DE,auto v2 #1060
projektmanagement,projektmanagement_v2_sub_8,Projektmanagement vorlagenbuch für Einsteiger,einsteiger,keine vorkenntnisse nötig,vorlagenbuch,low,56,de,DE,auto v2 #1061
projektmanagement,projektmanagement_v2_sub_9,Projektmanagement praxisbuch für Erwachsene,erwachsene,keine vorkenntnisse nötig,praxisbuch,low,57,de,DE,auto v2 #1062
projektmanagement,projektmanagement_v2_sub_10,Projektmanagement arbeitsbuch für Familien,familien,keine vorkenntnisse nötig,arbeitsbuch,low,58,de,DE,auto v2 #1063
recht,recht_v2_sub_1,Recht arbeitsbuch für Senioren,senioren,keine vorkenntnisse nötig,arbeitsbuch,low,51,de,DE,auto v2 #1064
recht,recht_v2_sub_1,Recht ratgeber für Eltern,eltern,mit vielen beispielen,ratgeber,low,52,de,DE,auto v2 #1065
recht,recht_v2_sub_1,Recht checkliste für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,checkliste,low,53,de,DE,auto v2 #1066
recht,recht_v2_sub_1,Recht planer für Jugendliche,jugendliche,praktisch umsetzen,planer,low,54,de,DE,auto v2 #1067
recht,recht_v2_sub_1,Recht tagebuch für Anfaenger,anfaenger,einfach und verständlich,tagebuch,low,55,de,DE,auto v2 #1068
recht,recht_v2_sub_1,Recht workbook für Einsteiger,einsteiger,mit übungen und checklisten,workbook,low,51,de,DE,auto v2 #1069
recht,recht_v2_sub_1,Recht leitfaden für Erwachsene,erwachsene,für den alltag optimiert,leitfaden,low,52,de,DE,auto v2 #1070
recht,recht_v2_sub_1,Recht vorlagenbuch für Familien,familien,schnell und effektiv umsetzen,vorlagenbuch,low,53,de,DE,auto v2 #1071
recht,recht_v2_sub_1,Recht praxisbuch für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,praxisbuch,low,54,de,DE,auto v2 #1072
recht,recht_v2_sub_1,Recht arbeitsbuch für Studenten,studenten,mit vielen beispielen,arbeitsbuch,low,55,de,DE,auto v2 #1073
recht,recht_v2_sub_2,Recht ratgeber für Senioren,senioren,mit vielen beispielen,ratgeber,low,56,de,DE,auto v2 #1074
recht,recht_v2_sub_3,Recht checkliste für Eltern,eltern,mit vielen beispielen,checkliste,low,57,de,DE,auto v2 #1075
recht,recht_v2_sub_4,Recht planer für Kleinunternehmer,kleinunternehmer,mit vielen beispielen,planer,low,58,de,DE,auto v2 #1076
recht,recht_v2_sub_5,Recht tagebuch für Jugendliche,jugendliche,mit vielen beispielen,tagebuch,low,59,de,DE,auto v2 #1077
recht,recht_v2_sub_6,Recht workbook für Anfaenger,anfaenger,mit vielen beispielen,workbook,low,55,de,DE,auto v2 #1078
recht,recht_v2_sub_7,Recht leitfaden für Einsteiger,einsteiger,mit vielen beispielen,leitfaden,low,56,de,DE,auto v2 #1079
recht,recht_v2_sub_8,Recht vorlagenbuch für Erwachsene,erwachsene,mit vielen beispielen,vorlagenbuch,low,57,de,DE,auto v2 #1080
recht,recht_v2_sub_9,Recht praxisbuch für Familien,familien,mit vielen beispielen,praxisbuch,low,58,de,DE,auto v2 #1081
recht,recht_v2_sub_10,Recht arbeitsbuch für Berufstaetige,berufstaetige,mit vielen beispielen,arbeitsbuch,low,59,de,DE,auto v2 #1082
renovierung,renovierung_v2_sub_1,Renovierung arbeitsbuch für Eltern,eltern,mit vielen beispielen,arbeitsbuch,low,52,de,DE,auto v2 #1083
renovierung,renovierung_v2_sub_1,Renovierung ratgeber für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,ratgeber,low,53,de,DE,auto v2 #1084
renovierung,renovierung_v2_sub_1,Renovierung checkliste für Jugendliche,jugendliche,praktisch umsetzen,checkliste,low,54,de,DE,auto v2 #1085
renovierung,renovierung_v2_sub_1,Renovierung planer für Anfaenger,anfaenger,einfach und verständlich,planer,low,55,de,DE,auto v2 #1086
renovierung,renovierung_v2_sub_1,Renovierung tagebuch für Einsteiger,einsteiger,mit übungen und checklisten,tagebuch,low,56,de,DE,auto v2 #1087
renovierung,renovierung_v2_sub_1,Renovierung workbook für Erwachsene,erwachsene,für den alltag optimiert,workbook,low,52,de,DE,auto v2 #1088
renovierung,renovierung_v2_sub_1,Renovierung leitfaden für Familien,familien,schnell und effektiv umsetzen,leitfaden,low,53,de,DE,auto v2 #1089
renovierung,renovierung_v2_sub_1,Renovierung vorlagenbuch für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,vorlagenbuch,low,54,de,DE,auto v2 #1090
renovierung,renovierung_v2_sub_1,Renovierung praxisbuch für Studenten,studenten,mit vielen beispielen,praxisbuch,low,55,de,DE,auto v2 #1091
renovierung,renovierung_v2_sub_1,Renovierung arbeitsbuch für Senioren,senioren,schritt für schritt erklärt,arbeitsbuch,low,56,de,DE,auto v2 #1092
renovierung,renovierung_v2_sub_2,Renovierung ratgeber für Eltern,eltern,schritt für schritt erklärt,ratgeber,low,57,de,DE,auto v2 #1093
renovierung,renovierung_v2_sub_3,Renovierung checkliste für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,checkliste,low,58,de,DE,auto v2 #1094
renovierung,renovierung_v2_sub_4,Renovierung planer für Jugendliche,jugendliche,schritt für schritt erklärt,planer,low,59,de,DE,auto v2 #1095
renovierung,renovierung_v2_sub_5,Renovierung tagebuch für Anfaenger,anfaenger,schritt für schritt erklärt,tagebuch,low,60,de,DE,auto v2 #1096
renovierung,renovierung_v2_sub_6,Renovierung workbook für Einsteiger,einsteiger,schritt für schritt erklärt,workbook,low,56,de,DE,auto v2 #1097
renovierung,renovierung_v2_sub_7,Renovierung leitfaden für Erwachsene,erwachsene,schritt für schritt erklärt,leitfaden,low,57,de,DE,auto v2 #1098
renovierung,renovierung_v2_sub_8,Renovierung vorlagenbuch für Familien,familien,schritt für schritt erklärt,vorlagenbuch,low,58,de,DE,auto v2 #1099
renovierung,renovierung_v2_sub_9,Renovierung praxisbuch für Berufstaetige,berufstaetige,schritt für schritt erklärt,praxisbuch,low,59,de,DE,auto v2 #1100
renovierung,renovierung_v2_sub_10,Renovierung arbeitsbuch für Studenten,studenten,schritt für schritt erklärt,arbeitsbuch,low,60,de,DE,auto v2 #1101
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung arbeitsbuch für Kleinunternehmer,kleinunternehmer,schritt für schritt erklärt,arbeitsbuch,low,53,de,DE,auto v2 #1102
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung ratgeber für Jugendliche,jugendliche,praktisch umsetzen,ratgeber,low,54,de,DE,auto v2 #1103
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung checkliste für Anfaenger,anfaenger,einfach und verständlich,checkliste,low,55,de,DE,auto v2 #1104
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung planer für Einsteiger,einsteiger,mit übungen und checklisten,planer,low,56,de,DE,auto v2 #1105
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung tagebuch für Erwachsene,erwachsene,für den alltag optimiert,tagebuch,low,57,de,DE,auto v2 #1106
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung workbook für Familien,familien,schnell und effektiv umsetzen,workbook,low,53,de,DE,auto v2 #1107
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung leitfaden für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,leitfaden,low,54,de,DE,auto v2 #1108
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung vorlagenbuch für Studenten,studenten,mit vielen beispielen,vorlagenbuch,low,55,de,DE,auto v2 #1109
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung praxisbuch für Senioren,senioren,schritt für schritt erklärt,praxisbuch,low,56,de,DE,auto v2 #1110
schlaf_erholung,schlaf_erholung_v2_sub_1,Schlaf Erholung arbeitsbuch für Eltern,eltern,praktisch umsetzen,arbeitsbuch,low,57,de,DE,auto v2 #1111
schlaf_erholung,schlaf_erholung_v2_sub_2,Schlaf Erholung ratgeber für Kleinunternehmer,kleinunternehmer,praktisch umsetzen,ratgeber,low,58,de,DE,auto v2 #1112
schlaf_erholung,schlaf_erholung_v2_sub_3,Schlaf Erholung checkliste für Jugendliche,jugendliche,praktisch umsetzen,checkliste,low,59,de,DE,auto v2 #1113
schlaf_erholung,schlaf_erholung_v2_sub_4,Schlaf Erholung planer für Anfaenger,anfaenger,praktisch umsetzen,planer,low,60,de,DE,auto v2 #1114
schlaf_erholung,schlaf_erholung_v2_sub_5,Schlaf Erholung tagebuch für Einsteiger,einsteiger,praktisch umsetzen,tagebuch,low,61,de,DE,auto v2 #1115
schlaf_erholung,schlaf_erholung_v2_sub_6,Schlaf Erholung workbook für Erwachsene,erwachsene,praktisch umsetzen,workbook,low,57,de,DE,auto v2 #1116
schlaf_erholung,schlaf_erholung_v2_sub_7,Schlaf Erholung leitfaden für Familien,familien,praktisch umsetzen,leitfaden,low,58,de,DE,auto v2 #1117
schlaf_erholung,schlaf_erholung_v2_sub_8,Schlaf Erholung vorlagenbuch für Berufstaetige,berufstaetige,praktisch umsetzen,vorlagenbuch,low,59,de,DE,auto v2 #1118
schlaf_erholung,schlaf_erholung_v2_sub_9,Schlaf Erholung praxisbuch für Studenten,studenten,praktisch umsetzen,praxisbuch,low,60,de,DE,auto v2 #1119
schlaf_erholung,schlaf_erholung_v2_sub_10,Schlaf Erholung arbeitsbuch für Senioren,senioren,praktisch umsetzen,arbeitsbuch,low,61,de,DE,auto v2 #1120
sprachen,sprachen_v2_sub_1,Sprachen arbeitsbuch für Jugendliche,jugendliche,praktisch umsetzen,arbeitsbuch,low,54,de,DE,auto v2 #1121
sprachen,sprachen_v2_sub_1,Sprachen ratgeber für Anfaenger,anfaenger,einfach und verständlich,ratgeber,low,55,de,DE,auto v2 #1122
sprachen,sprachen_v2_sub_1,Sprachen checkliste für Einsteiger,einsteiger,mit übungen und checklisten,checkliste,low,56,de,DE,auto v2 #1123
sprachen,sprachen_v2_sub_1,Sprachen planer für Erwachsene,erwachsene,für den alltag optimiert,planer,low,57,de,DE,auto v2 #1124
sprachen,sprachen_v2_sub_1,Sprachen tagebuch für Familien,familien,schnell und effektiv umsetzen,tagebuch,low,58,de,DE,auto v2 #1125
sprachen,sprachen_v2_sub_1,Sprachen workbook für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,workbook,low,54,de,DE,auto v2 #1126
sprachen,sprachen_v2_sub_1,Sprachen leitfaden für Studenten,studenten,mit vielen beispielen,leitfaden,low,55,de,DE,auto v2 #1127
sprachen,sprachen_v2_sub_1,Sprachen vorlagenbuch für Senioren,senioren,schritt für schritt erklärt,vorlagenbuch,low,56,de,DE,auto v2 #1128
sprachen,sprachen_v2_sub_1,Sprachen praxisbuch für Eltern,eltern,praktisch umsetzen,praxisbuch,low,57,de,DE,auto v2 #1129
sprachen,sprachen_v2_sub_1,Sprachen arbeitsbuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,arbeitsbuch,low,58,de,DE,auto v2 #1130
sprachen,sprachen_v2_sub_2,Sprachen ratgeber für Jugendliche,jugendliche,einfach und verständlich,ratgeber,low,59,de,DE,auto v2 #1131
sprachen,sprachen_v2_sub_3,Sprachen checkliste für Anfaenger,anfaenger,einfach und verständlich,checkliste,low,60,de,DE,auto v2 #1132
sprachen,sprachen_v2_sub_4,Sprachen planer für Einsteiger,einsteiger,einfach und verständlich,planer,low,61,de,DE,auto v2 #1133
sprachen,sprachen_v2_sub_5,Sprachen tagebuch für Erwachsene,erwachsene,einfach und verständlich,tagebuch,low,62,de,DE,auto v2 #1134
sprachen,sprachen_v2_sub_6,Sprachen workbook für Familien,familien,einfach und verständlich,workbook,low,58,de,DE,auto v2 #1135
sprachen,sprachen_v2_sub_7,Sprachen leitfaden für Berufstaetige,berufstaetige,einfach und verständlich,leitfaden,low,59,de,DE,auto v2 #1136
sprachen,sprachen_v2_sub_8,Sprachen vorlagenbuch für Studenten,studenten,einfach und verständlich,vorlagenbuch,low,60,de,DE,auto v2 #1137
sprachen,sprachen_v2_sub_9,Sprachen praxisbuch für Senioren,senioren,einfach und verständlich,praxisbuch,low,61,de,DE,auto v2 #1138
sprachen,sprachen_v2_sub_10,Sprachen arbeitsbuch für Eltern,eltern,einfach und verständlich,arbeitsbuch,low,62,de,DE,auto v2 #1139
stadtleben,stadtleben_v2_sub_1,Stadtleben arbeitsbuch für Anfaenger,anfaenger,einfach und verständlich,arbeitsbuch,low,55,de,DE,auto v2 #1140
stadtleben,stadtleben_v2_sub_1,Stadtleben ratgeber für Einsteiger,einsteiger,mit übungen und checklisten,ratgeber,low,56,de,DE,auto v2 #1141
stadtleben,stadtleben_v2_sub_1,Stadtleben checkliste für Erwachsene,erwachsene,für den alltag optimiert,checkliste,low,57,de,DE,auto v2 #1142
stadtleben,stadtleben_v2_sub_1,Stadtleben planer für Familien,familien,schnell und effektiv umsetzen,planer,low,58,de,DE,auto v2 #1143
stadtleben,stadtleben_v2_sub_1,Stadtleben tagebuch für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,tagebuch,low,59,de,DE,auto v2 #1144
stadtleben,stadtleben_v2_sub_1,Stadtleben workbook für Studenten,studenten,mit vielen beispielen,workbook,low,55,de,DE,auto v2 #1145
stadtleben,stadtleben_v2_sub_1,Stadtleben leitfaden für Senioren,senioren,schritt für schritt erklärt,leitfaden,low,56,de,DE,auto v2 #1146
stadtleben,stadtleben_v2_sub_1,Stadtleben vorlagenbuch für Eltern,eltern,praktisch umsetzen,vorlagenbuch,low,57,de,DE,auto v2 #1147
stadtleben,stadtleben_v2_sub_1,Stadtleben praxisbuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,praxisbuch,low,58,de,DE,auto v2 #1148
stadtleben,stadtleben_v2_sub_1,Stadtleben arbeitsbuch für Jugendliche,jugendliche,mit übungen und checklisten,arbeitsbuch,low,59,de,DE,auto v2 #1149
stadtleben,stadtleben_v2_sub_2,Stadtleben ratgeber für Anfaenger,anfaenger,mit übungen und checklisten,ratgeber,low,60,de,DE,auto v2 #1150
stadtleben,stadtleben_v2_sub_3,Stadtleben checkliste für Einsteiger,einsteiger,mit übungen und checklisten,checkliste,low,61,de,DE,auto v2 #1151
stadtleben,stadtleben_v2_sub_4,Stadtleben planer für Erwachsene,erwachsene,mit übungen und checklisten,planer,low,62,de,DE,auto v2 #1152
stadtleben,stadtleben_v2_sub_5,Stadtleben tagebuch für Familien,familien,mit übungen und checklisten,tagebuch,low,63,de,DE,auto v2 #1153
stadtleben,stadtleben_v2_sub_6,Stadtleben workbook für Berufstaetige,berufstaetige,mit übungen und checklisten,workbook,low,59,de,DE,auto v2 #1154
stadtleben,stadtleben_v2_sub_7,Stadtleben leitfaden für Studenten,studenten,mit übungen und checklisten,leitfaden,low,60,de,DE,auto v2 #1155
stadtleben,stadtleben_v2_sub_8,Stadtleben vorlagenbuch für Senioren,senioren,mit übungen und checklisten,vorlagenbuch,low,61,de,DE,auto v2 #1156
stadtleben,stadtleben_v2_sub_9,Stadtleben praxisbuch für Eltern,eltern,mit übungen und checklisten,praxisbuch,low,62,de,DE,auto v2 #1157
stadtleben,stadtleben_v2_sub_10,Stadtleben arbeitsbuch für Kleinunternehmer,kleinunternehmer,mit übungen und checklisten,arbeitsbuch,low,63,de,DE,auto v2 #1158
studium,studium_v2_sub_1,Studium arbeitsbuch für Einsteiger,einsteiger,mit übungen und checklisten,arbeitsbuch,low,56,de,DE,auto v2 #1159
studium,studium_v2_sub_1,Studium ratgeber für Erwachsene,erwachsene,für den alltag optimiert,ratgeber,low,57,de,DE,auto v2 #1160
studium,studium_v2_sub_1,Studium checkliste für Familien,familien,schnell und effektiv umsetzen,checkliste,low,58,de,DE,auto v2 #1161
studium,studium_v2_sub_1,Studium planer für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,planer,low,59,de,DE,auto v2 #1162
studium,studium_v2_sub_1,Studium tagebuch für Studenten,studenten,mit vielen beispielen,tagebuch,low,60,de,DE,auto v2 #1163
studium,studium_v2_sub_1,Studium workbook für Senioren,senioren,schritt für schritt erklärt,workbook,low,56,de,DE,auto v2 #1164
studium,studium_v2_sub_1,Studium leitfaden für Eltern,eltern,praktisch umsetzen,leitfaden,low,57,de,DE,auto v2 #1165
studium,studium_v2_sub_1,Studium vorlagenbuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,vorlagenbuch,low,58,de,DE,auto v2 #1166
studium,studium_v2_sub_1,Studium praxisbuch für Jugendliche,jugendliche,mit übungen und checklisten,praxisbuch,low,59,de,DE,auto v2 #1167
studium,studium_v2_sub_1,Studium arbeitsbuch für Anfaenger,anfaenger,für den alltag optimiert,arbeitsbuch,low,60,de,DE,auto v2 #1168
studium,studium_v2_sub_2,Studium ratgeber für Einsteiger,einsteiger,für den alltag optimiert,ratgeber,low,61,de,DE,auto v2 #1169
studium,studium_v2_sub_3,Studium checkliste für Erwachsene,erwachsene,für den alltag optimiert,checkliste,low,62,de,DE,auto v2 #1170
studium,studium_v2_sub_4,Studium planer für Familien,familien,für den alltag optimiert,planer,low,63,de,DE,auto v2 #1171
studium,studium_v2_sub_5,Studium tagebuch für Berufstaetige,berufstaetige,für den alltag optimiert,tagebuch,low,64,de,DE,auto v2 #1172
studium,studium_v2_sub_6,Studium workbook für Studenten,studenten,für den alltag optimiert,workbook,low,60,de,DE,auto v2 #1173
studium,studium_v2_sub_7,Studium leitfaden für Senioren,senioren,für den alltag optimiert,leitfaden,low,61,de,DE,auto v2 #1174
studium,studium_v2_sub_8,Studium vorlagenbuch für Eltern,eltern,für den alltag optimiert,vorlagenbuch,low,62,de,DE,auto v2 #1175
studium,studium_v2_sub_9,Studium praxisbuch für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,praxisbuch,low,63,de,DE,auto v2 #1176
studium,studium_v2_sub_10,Studium arbeitsbuch für Jugendliche,jugendliche,für den alltag optimiert,arbeitsbuch,low,64,de,DE,auto v2 #1177
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik arbeitsbuch für Erwachsene,erwachsene,für den alltag optimiert,arbeitsbuch,low,57,de,DE,auto v2 #1178
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik ratgeber für Familien,familien,schnell und effektiv umsetzen,ratgeber,low,58,de,DE,auto v2 #1179
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik checkliste für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,checkliste,low,59,de,DE,auto v2 #1180
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik planer für Studenten,studenten,mit vielen beispielen,planer,low,60,de,DE,auto v2 #1181
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik tagebuch für Senioren,senioren,schritt für schritt erklärt,tagebuch,low,61,de,DE,auto v2 #1182
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik workbook für Eltern,eltern,praktisch umsetzen,workbook,low,57,de,DE,auto v2 #1183
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik leitfaden für Kleinunternehmer,kleinunternehmer,einfach und verständlich,leitfaden,low,58,de,DE,auto v2 #1184
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik vorlagenbuch für Jugendliche,jugendliche,mit übungen und checklisten,vorlagenbuch,low,59,de,DE,auto v2 #1185
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik praxisbuch für Anfaenger,anfaenger,für den alltag optimiert,praxisbuch,low,60,de,DE,auto v2 #1186
transport_logistik,transport_logistik_v2_sub_1,Transport Logistik arbeitsbuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,arbeitsbuch,low,61,de,DE,auto v2 #1187
transport_logistik,transport_logistik_v2_sub_2,Transport Logistik ratgeber für Erwachsene,erwachsene,schnell und effektiv umsetzen,ratgeber,low,62,de,DE,auto v2 #1188
transport_logistik,transport_logistik_v2_sub_3,Transport Logistik checkliste für Familien,familien,schnell und effektiv umsetzen,checkliste,low,63,de,DE,auto v2 #1189
transport_logistik,transport_logistik_v2_sub_4,Transport Logistik planer für Berufstaetige,berufstaetige,schnell und effektiv umsetzen,planer,low,64,de,DE,auto v2 #1190
transport_logistik,transport_logistik_v2_sub_5,Transport Logistik tagebuch für Studenten,studenten,schnell und effektiv umsetzen,tagebuch,low,65,de,DE,auto v2 #1191
transport_logistik,transport_logistik_v2_sub_6,Transport Logistik workbook für Senioren,senioren,schnell und effektiv umsetzen,workbook,low,61,de,DE,auto v2 #1192
transport_logistik,transport_logistik_v2_sub_7,Transport Logistik leitfaden für Eltern,eltern,schnell und effektiv umsetzen,leitfaden,low,62,de,DE,auto v2 #1193
transport_logistik,transport_logistik_v2_sub_8,Transport Logistik vorlagenbuch für Kleinunternehmer,kleinunternehmer,schnell und effektiv umsetzen,vorlagenbuch,low,63,de,DE,auto v2 #1194
transport_logistik,transport_logistik_v2_sub_9,Transport Logistik praxisbuch für Jugendliche,jugendliche,schnell und effektiv umsetzen,praxisbuch,low,64,de,DE,auto v2 #1195
transport_logistik,transport_logistik_v2_sub_10,Transport Logistik arbeitsbuch für Anfaenger,anfaenger,schnell und effektiv umsetzen,arbeitsbuch,low,65,de,DE,auto v2 #1196
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen arbeitsbuch für Familien,familien,schnell und effektiv umsetzen,arbeitsbuch,low,58,de,DE,auto v2 #1197
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen ratgeber für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,ratgeber,low,59,de,DE,auto v2 #1198
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen checkliste für Studenten,studenten,mit vielen beispielen,checkliste,low,60,de,DE,auto v2 #1199
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen planer für Senioren,senioren,schritt für schritt erklärt,planer,low,61,de,DE,auto v2 #1200
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen tagebuch für Eltern,eltern,praktisch umsetzen,tagebuch,low,62,de,DE,auto v2 #1201
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen workbook für Kleinunternehmer,kleinunternehmer,einfach und verständlich,workbook,low,58,de,DE,auto v2 #1202
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen leitfaden für Jugendliche,jugendliche,mit übungen und checklisten,leitfaden,low,59,de,DE,auto v2 #1203
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen vorlagenbuch für Anfaenger,anfaenger,für den alltag optimiert,vorlagenbuch,low,60,de,DE,auto v2 #1204
veranstaltungen,veranstaltungen_v2_sub_1,Veranstaltungen praxisbuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,praxisbuch,low,61,de,DE,auto v2 #1205
